appName,title,"ANNOTATE_PUNCT","BREAK_ONLY_BEFORE","BREAK_ONLY_BEFORE_DATE","DATETIME_CONFIG","EVENT_BREAKER_ENABLE","INDEXED_EXTRACTIONS","KV_MODE","LEARN_MODEL","LEARN_SOURCETYPE","LINE_BREAKER","MAX_EVENTS","MAX_TIMESTAMP_LOOKAHEAD","MUST_BREAK_AFTER","SHOULD_LINEMERGE","TIME_FORMAT","TIME_PREFIX",TRUNCATE,description,maxDist
SplunkAdmins,"lookup_watcher",1,"",1,NONE,,,,1,1,,256,128,"",0,,,10000,,100
SplunkAdmins,"lookup_watcher:log",1,"",1,"/etc/datetime.xml",,,,1,1,"([\r\n]+)20\d\d-\d\d-",256,128,"",0,"%Y-%m-%d %H:%M:%S,%3N","^",100000,,100
SplunkAdmins,"source::.../lookup_watcher.log",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
SplunkAdmins,"splunk:search:info",1,"",1,NONE,,,,1,1,,256,128,"",0,,,10000,,100
SplunkAdmins,"splunk:searchlog",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,"%m-%d-%Y %H:%M:%S.%3N","^",10000,,100
"Splunk_TA_linux","linux:audit",1,"",1,"/etc/datetime.xml",,,,1,1,,256,12,"",0,"%s.%3N","msg=audit\(",10000,"Audit events from linux host using monitoring audit logs",100
"Splunk_TA_linux","linux:collectd:graphite",1,"",1,"/etc/datetime.xml",,,none,1,1,,256,12,"",0,"%s.%3N","\S+\s+\S+\s+",10000,"Metrics collected from linux host using collectd-write_graphite plugin",100
"Splunk_TA_linux","linux:collectd:http:json",1,"",1,"/etc/datetime.xml",,,json,1,1,"([\[|\,]){\""values\"":",256,128,"",0,"%s.%3N","""time"":\s*",10000,"Metrics collected from linux host using collectd-write_http plugin in json",100
"Splunk_TA_linux","linux:collectd:http:metrics",1,"",1,"/etc/datetime.xml",,,json,1,1,,256,128,"",1,"%s.%3N","""time"":\s*",10000,"Metrics collected from linux host using collectd-write_http plugin for metrics index",100
"Splunk_TA_linux","source::.../var/log/audit/audit.log(.\d+)?",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","Linux:SELinuxConfig",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","aix_secure",1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix",bandwidth,1,"",1,CURRENT,,,multi,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix","bash_history",1,"",1,CURRENT,1,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","config_file",1,"",1,NONE,,,none,0,0,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",cpu,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",df,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",dhcpd,1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","fs_notification",1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix",hardware,1,"",1,CURRENT,,,,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",interfaces,1,"",1,CURRENT,,,multi,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",iostat,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",1,,,1000000,,100
"Splunk_TA_nix",lastlog,1,"",1,CURRENT,,,,0,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix","linux_secure",1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",0,,,10000,"Format for the /var/log/secure file containing all security related messages on a Linux machine",100
"Splunk_TA_nix",lsof,1,"",1,CURRENT,,,multi,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",netstat,1,"",1,CURRENT,,,,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",nfsiostat,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",1,,,10000,,100
"Splunk_TA_nix",openPorts,1,"",1,CURRENT,,,,1,1,,256,128,"",0,,,1000000,,100
"Splunk_TA_nix","osx_secure",1,"",0,"/etc/datetime.xml",1,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix",package,1,"",1,CURRENT,,,multi,1,1,"^((?!))$",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",protocol,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",0,,,1000000,,100
"Splunk_TA_nix",ps,1,"",1,CURRENT,,,multi,1,1,"(^$|[\r\n]+[\r\n]+)",256,128,"",0,,,1000000,,100
"Splunk_TA_nix","source::(....(config|conf|cfg|inii|cfg|emacs|ini|license|lng|plist|presets|properties|props|vim|wsdl))",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):*",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::*:SSHDConfig",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::*:VSFTPDConfig",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):LocalProcesses",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):ListeningPorts",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Service",1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Update",1,"",1,"/etc/datetime.xml",1,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Uptime",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(Linux|Unix):Service",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(Solaris|OSX):Service",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.*|sample.*.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.diskio|sample.diskio.linux|solaris.diskio|aix.diskio|freebsd.diskio)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(linux.listeningports|sample.listeningports.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.localprocesses|sample.localprocesses.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.memory|sample.memory.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.selinuxconfig|sample.selinuxconfig.linux|sample.selinuxChecker.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.service|sample.service.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.sshdconfig|sample.sshdconfig.linux|sample.sshdChecker.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.update|sample.update.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.uptime|sample.uptime.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.useraccounts|sample.useraccounts.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(linux.version|sample.version.linux)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(nfsiostat)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...(osx.*|sample.*.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(osx.memory|sample.memory.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(osx.service|sample.service.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(osx.sshdconfig|sample.sshdconfig.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(osx.update|sample.update.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(osx.version|sample.version.osx)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(solaris.*|sample.*.solaris)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(solaris.memory|sample.memory.solaris)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(solaris.service|sample.service.solaris)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...(solaris.version|sample.version.solaris)",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....aix_secure",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....dhcpd",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....fs_notification",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....linux_secure",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....nix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....osx_secure",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::....syslog",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::.../sample.config",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...linux.cputime",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...linux.df",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...linux.ps",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...linux.vmstat",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...protocol.sample",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",0,,,10000,,100
"Splunk_TA_nix","source::...sample.*.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.cputime.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.freediskspace.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.localprocesses.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.memory.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.openPortsEnhanced.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.passwd.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
"Splunk_TA_nix","source::...sample.service.unix",1,"",1,"/etc/datetime.xml",,,,1,1,,256,128,"",1,,,10000,,100
