"Splunk_Role","splunk_server",app,sharing,stanza,name,value,title,attribute,author,updated
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","bytes_out","case(type==""NET"", case(direction_pattern==""write"", (value*1000)) )","nmon_data : EVAL-bytes_out","EVAL-bytes_out",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cached_PCT","case(isnotnull(cached), round(((cached/memtotal)*100),2))","nmon_data : EVAL-cached_PCT","EVAL-cached_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cpu_idle_logicalcpus","case(match(type,""CPU_ALL""), (Idle/100*logical_cpus))","nmon_data : EVAL-cpu_idle_logicalcpus","EVAL-cpu_idle_logicalcpus",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cpu_load_logicalcpus","case(match(type,""CPU_ALL""), ((Sys_PCT+User_PCT+Wait_PCT)/100*logical_cpus))","nmon_data : EVAL-cpu_load_logicalcpus","EVAL-cpu_load_logicalcpus",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cpu_load_percent","case(match(type,""CPU.*""), (Sys_PCT+User_PCT+Wait_PCT), type==""TOP"", pct_CPU, type==""LPAR"", round((VP_User_PCT+VP_Sys_PCT+VP_Wait_PCT+VP_Idle_PCT),2), OStype==""Linux"", round((PhysicalCPU/partition_active_processors*100),2) )","nmon_data : EVAL-cpu_load_percent","EVAL-cpu_load_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cpu_user_logicalcpus","case(match(type,""CPU_ALL""), (User_PCT/100*logical_cpus))","nmon_data : EVAL-cpu_user_logicalcpus","EVAL-cpu_user_logicalcpus",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","cpu_wait_logicalcpus","case(match(type,""CPU_ALL""), (Wait_PCT/100*logical_cpus))","nmon_data : EVAL-cpu_wait_logicalcpus","EVAL-cpu_wait_logicalcpus",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",direction,"case(direction_pattern==""read"", ""inbound"", direction_pattern==""write"", ""outbound"")","nmon_data : EVAL-direction","EVAL-direction",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_backlog_time_ms","case(type==""DGBACKLOG"", value)","nmon_data : EVAL-disk_backlog_time_ms","EVAL-disk_backlog_time_ms",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_block_size_KB","case(type==""DGSIZE"", value)","nmon_data : EVAL-disk_block_size_KB","EVAL-disk_block_size_KB",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_busy_time_pct","case(type==""DGBUSY"", value)","nmon_data : EVAL-disk_busy_time_pct","EVAL-disk_busy_time_pct",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_in_flight_io","case(type==""DGINFLIGHT"", value)","nmon_data : EVAL-disk_in_flight_io","EVAL-disk_in_flight_io",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_merge_read_sec","case(type==""DGREADMERGE"", value)","nmon_data : EVAL-disk_merge_read_sec","EVAL-disk_merge_read_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_merge_write_sec","case(type==""DGWRITEMERGE"", value)","nmon_data : EVAL-disk_merge_write_sec","EVAL-disk_merge_write_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_read_KB_per_sec","case(type==""DGREAD"", value)","nmon_data : EVAL-disk_read_KB_per_sec","EVAL-disk_read_KB_per_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_read_sec","case(type==""DGREADS"", value)","nmon_data : EVAL-disk_read_sec","EVAL-disk_read_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_read_service_time_ms","case(type==""DGREADSERV"", value)","nmon_data : EVAL-disk_read_service_time_ms","EVAL-disk_read_service_time_ms",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_time_spent_for_io_ms","case(type==""DGIOTIME"", value)","nmon_data : EVAL-disk_time_spent_for_io_ms","EVAL-disk_time_spent_for_io_ms",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_total_iops","case(type==""DGXFER"", value)","nmon_data : EVAL-disk_total_iops","EVAL-disk_total_iops",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_write_KB_per_sec","case(type==""DGWRITE"", value)","nmon_data : EVAL-disk_write_KB_per_sec","EVAL-disk_write_KB_per_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_write_sec","case(type==""DGWRITES"", value)","nmon_data : EVAL-disk_write_sec","EVAL-disk_write_sec",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","disk_write_service_time_ms","case(type==""DGWRITESERV"", value)","nmon_data : EVAL-disk_write_service_time_ms","EVAL-disk_write_service_time_ms",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","hypervisor_id","if(isnotnull(frameID), frameID, serialnum)","nmon_data : EVAL-hypervisor_id","EVAL-hypervisor_id",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","inactive_PCT","case(isnotnull(inactive), round(((inactive/memtotal)*100),2))","nmon_data : EVAL-inactive_PCT","EVAL-inactive_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_entitled_capacity","case(OStype==""AIX"", entitled, OStype=""Linux"", partition_entitled_capacity)","nmon_data : EVAL-lpar_entitled_capacity","EVAL-lpar_entitled_capacity",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_pool_capacity","case(OStype==""AIX"", poolCPUs, OStype=""Linux"", (pool_capacity/100))","nmon_data : EVAL-lpar_pool_capacity","EVAL-lpar_pool_capacity",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_pool_vp_usage","case(OStype==""AIX"", round((poolCPUs-PoolIdle),3), OStype=""Linux"", case(pool_idle_time>""0.1"" AND pool_idle_time<(pool_capacity/100), round((((pool_capacity/100)-pool_idle_time)/smt_mode),3)) )","nmon_data : EVAL-lpar_pool_vp_usage","EVAL-lpar_pool_vp_usage",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_pool_vp_usage_PCT","case(OStype==""AIX"", round(((poolCPUs-PoolIdle)*100/poolCPUs),2), OStype=""Linux"", case(pool_idle_time>""0.1"" AND pool_idle_time<(pool_capacity/100), round((((pool_capacity/100)-pool_idle_time)/smt_mode)/(pool_capacity/100)*100,2)) )","nmon_data : EVAL-lpar_pool_vp_usage_PCT","EVAL-lpar_pool_vp_usage_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_vp_capacity","case(OStype==""AIX"", virtualCPUs, OStype=""Linux"", partition_active_processors)","nmon_data : EVAL-lpar_vp_capacity","EVAL-lpar_vp_capacity",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_vp_usage","case(OStype==""AIX"", round(((VP_User_PCT+VP_Sys_PCT+VP_Wait_PCT+VP_Idle_PCT)*virtualCPUs/100),3), OStype==""Linux"", round(PhysicalCPU,3))","nmon_data : EVAL-lpar_vp_usage","EVAL-lpar_vp_usage",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","lpar_vp_usage_PCT","case(OStype==""AIX"", round((VP_User_PCT+VP_Sys_PCT+VP_Wait_PCT+VP_Idle_PCT),2), OStype==""Linux"", round((PhysicalCPU/partition_active_processors*100),2))","nmon_data : EVAL-lpar_vp_usage_PCT","EVAL-lpar_vp_usage_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",mem,"case(isnotnull(Real_total_MB), Real_total_MB, isnotnull(memtotal), memtotal)","nmon_data : EVAL-mem","EVAL-mem",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_free","case(isnotnull(Real_free_MB), Real_free_MB, isnotnull(memfree), memfree)","nmon_data : EVAL-mem_free","EVAL-mem_free",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_free_PCT","case(isnotnull(Real_Free_PCT), Real_Free_PCT, isnotnull(memtotal), round(((memfree/memtotal)*100),2))","nmon_data : EVAL-mem_free_PCT","EVAL-mem_free_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_free_effective","case(isnotnull(Real_free_MB), Real_free_MB, isnotnull(cached), (memfree+(buffers+cached)), isnotnull(memtotal), memfree)","nmon_data : EVAL-mem_free_effective","EVAL-mem_free_effective",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_free_effective_PCT","case(isnotnull(Real_Free_PCT), Real_Free_PCT, isnotnull(cached), round((((memfree+(buffers+cached))/memtotal)*100),2), isnotnull(memtotal), round(((memfree/memtotal)*100),2))","nmon_data : EVAL-mem_free_effective_PCT","EVAL-mem_free_effective_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_free_percent","case(isnotnull(Real_Free_PCT), Real_Free_PCT, isnotnull(cached), round((((memfree+(buffers+cached))/memtotal)*100),2), isnotnull(memtotal), round(((memfree/memtotal)*100),2))","nmon_data : EVAL-mem_free_percent","EVAL-mem_free_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_used","case(type==""MEM"", (case(isnotnull(Real_total_MB), (Real_total_MB-Real_free_MB), isnotnull(memtotal), (memtotal-memfree))), type=""TOP"", case(OStype=""AIX"", ((ResData+ResText)), OStype=""Linux"", (ResSet), OStype=""Solaris"", ResSize))","nmon_data : EVAL-mem_used","EVAL-mem_used",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_used_PCT","case(isnotnull(Real_total_MB), round((((Real_total_MB-Real_free_MB)/Real_total_MB)*100),2), isnotnull(memtotal), round((((memtotal-memfree)/memtotal)*100),2))","nmon_data : EVAL-mem_used_PCT","EVAL-mem_used_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_used_effective","case(type==""MEM"", (case(isnotnull(Real_total_MB), (Real_total_MB-Real_free_MB), isnotnull(cached), ((memtotal-(buffers+cached))-memfree), isnotnull(memtotal), memtotal-memfree)))","nmon_data : EVAL-mem_used_effective","EVAL-mem_used_effective",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_used_effective_PCT","case(isnotnull(Real_total_MB), round((((Real_total_MB-Real_free_MB)/Real_total_MB)*100),2), isnotnull(cached), round((((((memtotal-(buffers+cached))-memfree))/memtotal)*100),2), isnotnull(memtotal), round((((memtotal-memfree)/memtotal)*100),2))","nmon_data : EVAL-mem_used_effective_PCT","EVAL-mem_used_effective_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","mem_used_percent","case(isnotnull(Real_total_MB), round((((Real_total_MB-Real_free_MB)/Real_total_MB)*100),2), isnotnull(cached), round((((((memtotal-(buffers+cached))-memfree))/memtotal)*100),2), isnotnull(memtotal), round((((memtotal-memfree)/memtotal)*100),2))","nmon_data : EVAL-mem_used_percent","EVAL-mem_used_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",mount,"case(match(type, ""JFS\w*""), device, match(type, ""DF_\w*""), mount)","nmon_data : EVAL-mount","EVAL-mount",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",packets,"case(case(type==""NETPACKET"", direction_pattern==""read""), (value*1000), case(type==""NETPACKET"", direction_pattern==""write""), (value*1000) )","nmon_data : EVAL-packets","EVAL-packets",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","packets_in","case(type==""NETPACKET"", case(direction_pattern==""read"", (value*1000)) )","nmon_data : EVAL-packets_in","EVAL-packets_in",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","packets_out","case(type==""NETPACKET"", case(direction_pattern==""write"", (value*1000)) )","nmon_data : EVAL-packets_out","EVAL-packets_out",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","process_cpu_used_percent","case(type==""TOP"", pct_CPU)","nmon_data : EVAL-process_cpu_used_percent","EVAL-process_cpu_used_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","process_mem_used","case(type=""TOP"", case(OStype=""AIX"", (ResSet), OStype=""Linux"", (ResSet), OStype=""Solaris"", ResSize))","nmon_data : EVAL-process_mem_used","EVAL-process_mem_used",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",storage,"case(type==""DF_STORAGE"", round((blocks/1024), 2))","nmon_data : EVAL-storage","EVAL-storage",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_free","case(type==""DF_STORAGE"", round(((blocks-Used)/1024), 2))","nmon_data : EVAL-storage_free","EVAL-storage_free",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_free_inodes","case(type==""DF_INODES"", IFree)","nmon_data : EVAL-storage_free_inodes","EVAL-storage_free_inodes",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_free_inodes_percent","case(type==""DF_INODES"", (100-IUse_pct))","nmon_data : EVAL-storage_free_inodes_percent","EVAL-storage_free_inodes_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_free_percent","case(type==""DF_STORAGE"", (100-Use_pct), type==""JFSFILE"", (100 - value))","nmon_data : EVAL-storage_free_percent","EVAL-storage_free_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_inodes","case(type==""DF_INODES"", Inodes)","nmon_data : EVAL-storage_inodes","EVAL-storage_inodes",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_used","case(type==""DF_STORAGE"", round((Used/1024), 2))","nmon_data : EVAL-storage_used","EVAL-storage_used",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_used_inodes","case(type==""DF_INODES"", IUsed, type==""JFSINODES"", value)","nmon_data : EVAL-storage_used_inodes","EVAL-storage_used_inodes",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_used_inodes_percent","case(type==""DF_INODES"", IUse_pct, type==""JFSINODES"", (100-value))","nmon_data : EVAL-storage_used_inodes_percent","EVAL-storage_used_inodes_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","storage_used_percent","case(type==""DF_STORAGE"", Use_pct, type==""JFSFILE"", value)","nmon_data : EVAL-storage_used_percent","EVAL-storage_used_percent",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",swap,"case(isnotnull(Virtual_total_MB), Virtual_total_MB, isnotnull(swaptotal), swaptotal)","nmon_data : EVAL-swap","EVAL-swap",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_free","case(isnotnull(Virtual_free_MB), Virtual_free_MB, isnotnull(swapfree), swapfree)","nmon_data : EVAL-swap_free","EVAL-swap_free",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_free_PCT","case(isnotnull(Virtual_free_PCT), Virtual_free_PCT, isnotnull(swapfree), round(((swapfree/swaptotal)*100),2))","nmon_data : EVAL-swap_free_PCT","EVAL-swap_free_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_free_effective","case(isnotnull(Virtual_free_MB), Virtual_free_MB, isnotnull(swapcached), (swapfree+swapcached), isnotnull(swapfree), swapfree)","nmon_data : EVAL-swap_free_effective","EVAL-swap_free_effective",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_free_effective_PCT","case(isnotnull(Virtual_free_PCT), Virtual_free_PCT, isnotnull(swapcached), round((((swapfree+swapcached)/swaptotal)*100),2), isnotnull(swapfree), round(((swapfree/swaptotal)*100),2))","nmon_data : EVAL-swap_free_effective_PCT","EVAL-swap_free_effective_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_used","case(isnotnull(Virtual_total_MB), (Virtual_total_MB-Virtual_free_MB), isnotnull(swaptotal), (swaptotal-swapfree))","nmon_data : EVAL-swap_used","EVAL-swap_used",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_used_PCT","case(isnotnull(Virtual_total_MB), round((((Virtual_total_MB-Virtual_free_MB)/Virtual_total_MB)*100),2), isnotnull(swaptotal), round((((swaptotal-swapfree)/swaptotal)*100),2))","nmon_data : EVAL-swap_used_PCT","EVAL-swap_used_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_used_effective","case(isnotnull(Virtual_total_MB), (Virtual_total_MB-Virtual_free_MB), isnotnull(swapcached), ((swaptotal-swapfree)-swapcached), isnotnull(swaptotal), (swaptotal-swapfree))","nmon_data : EVAL-swap_used_effective","EVAL-swap_used_effective",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swap_used_effective_PCT","case(isnotnull(Virtual_total_MB), round((((Virtual_total_MB-Virtual_free_MB)/Virtual_total_MB)*100),2), isnotnull(swapcached), round((((((swaptotal-swapfree)-swapcached))/swaptotal)*100),2), isnotnull(swaptotal), round((((swaptotal-swapfree)/swaptotal)*100),2))","nmon_data : EVAL-swap_used_effective_PCT","EVAL-swap_used_effective_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","swapcached_PCT","case(isnotnull(swapcached), round(((swapcached/swaptotal)*100),2))","nmon_data : EVAL-swapcached_PCT","EVAL-swapcached_PCT",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",thruput,"case(type==""NET"", (value*1000))","nmon_data : EVAL-thruput","EVAL-thruput",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","total_ops","case(type=""DGXFER"", value)","nmon_data : EVAL-total_ops","EVAL-total_ops",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",uptime,"case(isnotnull(uptime_daysmin) AND isnotnull(uptime_daysmin), ((uptime_days*86400)+(uptime_daysmin*60)),
isnotnull(uptime_days) AND isnotnull(uptime_dayshour) AND isnotnull(uptime_daystime), ((uptime_days*86400)+(uptime_dayshour*3600)+(uptime_daystime*60)),
isnotnull(uptime_minutes), (uptime_minutes*60),
isnotnull(uptime_hours) AND isnotnull(uptime_hours_hours), (uptime_hours_hours*60*60) + (uptime_hours_minutes*60),
isnotnull(uptime_hours), (uptime_hours*60*60),
isnotnull(uptime_days), (uptime_days*86400) )","nmon_data : EVAL-uptime","EVAL-uptime",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","uptime_fromdays","(uptime_days*86400)","nmon_data : EVAL-uptime_fromdays","EVAL-uptime_fromdays",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","uptime_fromhours","(uptime_hours_hours*60*60) + (uptime_hours_minutes*60)","nmon_data : EVAL-uptime_fromhours","EVAL-uptime_fromhours",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data","uptime_fromminutes","(uptime_minutes*60)","nmon_data : EVAL-uptime_fromminutes","EVAL-uptime_fromminutes",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_data",user,"case(type==""TOP"", if(isnotnull(username), username, ""undefined""))","nmon_data : EVAL-user","EVAL-user",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_processing","converter_inuse","case(isnotnull(python_version), ""Python"", isnotnull(perl_version), ""Perl"")","nmon_processing : EVAL-converter_inuse","EVAL-converter_inuse",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",nmon,global,"nmon_processing","interpreter_version","case(isnotnull(python_version), python_version, isnotnull(perl_version), perl_version)","nmon_processing : EVAL-interpreter_version","EVAL-interpreter_version",ADMIN,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_addon-builder",global,"splunk:aob:monitor:metric","metric_tags","mvjoin('mcollector_tags{}', "","")","splunk:aob:monitor:metric : EVAL-metric_tags","EVAL-metric_tags",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_infrastructure",global,"vmware:vclog:vpxd",Object,"coalesce(Object, sub)","vmware:vclog:vpxd : EVAL-Object","EVAL-Object",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,scheduler,status,"case(status==""success"", ""completed"", status==""skipped"", ""skipped"", status==""continued"", ""deferred"")","scheduler : EVAL-status","EVAL-status",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunk_resource_usage","data.search_props.label","if(isnull('data.search_props.label') AND isnotnull('data.search_props.sid'), ""N/A"", 'data.search_props.label')","splunk_resource_usage : EVAL-data.search_props.label","EVAL-data.search_props.label",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunk_resource_usage","data.search_props.provenance","if(isnull('data.search_props.provenance') AND isnotnull('data.search_props.sid'), ""unknown"", 'data.search_props.provenance')","splunk_resource_usage : EVAL-data.search_props.provenance","EVAL-data.search_props.provenance",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf",app,"mvindex('data.asset_uri{}', 1)","splunkd_conf : EVAL-app","EVAL-app",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf","from_repo","'data.from_repo'","splunkd_conf : EVAL-from_repo","EVAL-from_repo",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf","object_name","mvindex('data.asset_uri{}', 3)","splunkd_conf : EVAL-object_name","EVAL-object_name",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf","object_type","mvindex('data.asset_uri{}', 2)","splunkd_conf : EVAL-object_type","EVAL-object_type",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf","optype_desc","'data.optype_desc'","splunkd_conf : EVAL-optype_desc","EVAL-optype_desc",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf",owner,"mvindex('data.asset_uri{}', 0)","splunkd_conf : EVAL-owner","EVAL-owner",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf",status,"'data.status'","splunkd_conf : EVAL-status","EVAL-status",SYSTEM,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,"splunkd_conf","to_repo","'data.to_repo'","splunkd_conf : EVAL-to_repo","EVAL-to_repo",SYSTEM,"1577664920.000000"
